0,0,-0,0
0.043633,0,-0.043633,0
0.087266,0,-0.087266,0
0.1309,0,-0.1309,0
0.17453,0,-0.17453,0
0.21816,0,-0.21816,0
0.26179,0,-0.26179,0
0.30543,0,-0.30543,0
0.34905,0,-0.34905,0
0.39268,0,-0.39268,0
0.43631,0,-0.43631,0
0.47994,0,-0.47994,0
0.52356,0,-0.52356,0
0.56718,0,-0.56718,0
0.6108,0,-0.6108,0
0.65442,0,-0.65442,0
0.69804,0,-0.69804,0
0.74166,0,-0.74166,0
0.78527,0,-0.78527,0
0.82888,0,-0.82888,0
0.87249,0,-0.87249,0
0.91609,0,-0.91609,0
0.9597,0,-0.9597,0
1.0033,0,-1.0033,0
1.0469,0,-1.0469,0
1.0905,0,-1.0905,0
1.1341,0,-1.1341,0
1.1777,0,-1.1777,0
1.2212,0,-1.2212,0
1.2648,0,-1.2648,0
1.3084,0,-1.3084,0
1.352,0,-1.352,0
1.3955,0,-1.3955,0
1.4391,0,-1.4391,0
1.4827,0,-1.4827,0
1.5262,0,-1.5262,0
1.5698,0,-1.5698,0
1.6133,0,-1.6133,0
1.6568,0,-1.6568,0
1.7004,0,-1.7004,0
1.7439,0,-1.7439,0
1.7874,0,-1.7874,0
1.831,0,-1.831,0
1.8745,0,-1.8745,0
1.918,0,-1.918,0
1.9615,0,-1.9615,0
2.005,0,-2.005,0
2.0485,0,-2.0485,0
2.0919,0,-2.0919,0
2.1354,0,-2.1354,0
2.1789,0,-2.1789,0
2.2224,0,-2.2224,0
2.2658,0,-2.2658,0
2.3093,0,-2.3093,0
2.3527,0,-2.3527,0
2.3961,0,-2.3961,0
2.4396,0,-2.4396,0
2.483,0,-2.483,0
2.5264,0,-2.5264,0
2.5698,0,-2.5698,0
2.6132,0,-2.6132,0
2.6566,0,-2.6566,0
2.7,0,-2.7,0
2.7434,0,-2.7434,0
2.7867,0,-2.7867,0
2.8301,0,-2.8301,0
2.8734,0,-2.8734,0
2.9168,0,-2.9168,0
2.9601,0,-2.9601,0
3.0034,0,-3.0034,0
3.0467,0,-3.0467,0
3.09,0,-3.09,0
3.1333,0,-3.1333,0
3.1766,0,-3.1766,0
3.2199,0,-3.2199,0
3.2632,0,-3.2632,0
3.3064,0,-3.3064,0
3.3497,0,-3.3497,0
3.3929,0,-3.3929,0
3.4361,0,-3.4361,0
3.4793,0,-3.4793,0
3.5225,0,-3.5225,0
3.5657,0,-3.5657,0
3.6089,0,-3.6089,0
3.6521,0,-3.6521,0
3.6952,0,-3.6952,0
3.7384,0,-3.7384,0
3.7815,0,-3.7815,0
3.8246,0,-3.8246,0
3.8678,0,-3.8678,0
3.9109,0,-3.9109,0
3.954,0,-3.954,0
3.997,0,-3.997,0
4.0401,0,-4.0401,0
4.0831,0,-4.0831,0
4.1262,0,-4.1262,0
4.1692,0,-4.1692,0
4.2122,0,-4.2122,0
4.2552,0,-4.2552,0
4.2982,0,-4.2982,0
4.3412,0,-4.3412,0
4.3842,0,-4.3842,0
4.4271,0,-4.4271,0
4.4701,0,-4.4701,0
4.513,0,-4.513,0
4.5559,0,-4.5559,0
4.5988,0,-4.5988,0
4.6417,0,-4.6417,0
4.6845,0,-4.6845,0
